Target,File,Function,LOC,Vulnerable
libpng,png.c,png_data_freer,10,False
libpng,png.c,png_get_io_ptr,5,False
libpng,png.c,png_convert_to_rfc1123_buffer,26,False
libpng,png.c,png_convert_to_rfc1123,8,False
libpng,png.c,png_get_copyright,3,False
libpng,png.c,png_get_libpng_ver,2,False
libpng,png.c,png_get_header_ver,3,False
libpng,png.c,png_get_header_version,3,False
libpng,png.c,png_build_grayscale_palette,29,False
libpng,png.c,png_handle_as_unknown,14,False
libpng,png.c,png_chunk_unknown_handling,4,False
libpng,png.c,png_reset_zstream,5,False
libpng,png.c,png_access_version_number,1,False
libpng,png.c,png_zstream_error,25,False
libpng,png.c,png_colorspace_set_gamma,19,False
libpng,png.c,png_colorspace_check_gamma,13,False
libpng,png.c,png_gamma_significant,3,False
libpng,png.c,png_colorspace_sync_info,15,False
libpng,png.c,png_colorspace_sync,6,False
libpng,png.c,png_colorspace_set_chromaticities,13,False
libpng,png.c,png_colorspace_check_xy,14,False
libpng,png.c,png_XYZ_from_xy,57,False
libpng,png.c,png_reciprocal,6,False
libpng,png.c,png_xy_from_XYZ,32,False
libpng,png.c,png_colorspace_endpoints_match,12,False
libpng,png.c,png_colorspace_set_xy_and_XYZ,23,False
libpng,png.c,png_colorspace_set_endpoints,14,False
libpng,png.c,png_colorspace_check_XYZ,12,False
libpng,png.c,png_XYZ_normalize,35,False
libpng,png.c,png_colorspace_set_sRGB,28,False
libpng,png.c,png_icc_profile_error,20,False
libpng,png.c,is_ICC_signature,5,False
libpng,png.c,is_ICC_signature_char,3,False
libpng,png.c,png_icc_tag_name,8,False
libpng,png.c,png_icc_tag_char,6,False
libpng,png.c,png_icc_check_length,9,False
libpng,png.c,icc_check_length,6,False
libpng,png.c,png_icc_check_header,48,False
libpng,png.c,png_icc_check_tag_table,18,False
libpng,png.c,png_icc_set_sRGB,6,False
libpng,png.c,png_compare_ICC_profile_with_sRGB,43,False
libpng,png.c,png_colorspace_set_ICC,14,False
libpng,png.c,png_colorspace_set_rgb_coefficients,32,False
libpng,png.c,png_check_fp_number,50,False
libpng,png.c,png_check_fp_string,8,False
libpng,png.c,png_ascii_from_fp,125,False
libpng,png.c,png_pow10,19,False
libpng,png.c,png_ascii_from_fixed,34,False
libpng,png.c,png_reciprocal2,10,False
libpng,png.c,png_gamma_8bit_correct,6,False
libpng,png.c,png_gamma_16bit_correct,7,False
libpng,png.c,png_gamma_correct,6,False
libpng,png.c,png_destroy_gamma_table,35,False
libpng,png.c,png_build_gamma_table,53,False
libpng,png.c,png_build_8bit_table,10,False
libpng,png.c,png_product2,8,False
libpng,png.c,png_build_16to8_table,23,False
libpng,png.c,png_build_16bit_table,29,False
libpng,png.c,png_set_option,10,False
libpng,png.c,png_image_free_function,15,True
libpng,pngread.c,png_destroy_read_struct,13,False
libpng,pngread.c,png_read_destroy,30,False
libpng,png.c,png_image_error,5,False
libpng,pngpread.c,png_process_data,8,False
libpng,pngpread.c,png_push_restore_buffer,7,False
libpng,pngpread.c,png_process_some_data,13,False
libpng,pngpread.c,png_push_read_sig,18,False
libpng,pngpread.c,png_push_fill_buffer,28,False
libpng,pngpread.c,png_push_read_chunk,137,False
libpng,pngpread.c,png_push_save_buffer,43,False
libpng,pngrutil.c,png_get_uint_31,5,False
libpng,pngrutil.c,png_crc_read,6,False
libpng,pngrutil.c,png_check_chunk_name,10,False
libpng,pngrutil.c,png_check_chunk_length,25,True
libpng,pngrutil.c,png_handle_IHDR,41,False
libpng,pngrutil.c,png_crc_finish,19,False
libpng,pngrutil.c,png_crc_error,17,False
libpng,pngset.c,png_set_IHDR,26,False
libpng,pngrutil.c,png_handle_IEND,10,False
libpng,pngpread.c,png_push_have_end,4,False
libpng,pngrutil.c,png_handle_unknown,51,False
libpng,pngrutil.c,png_cache_unknown_chunk,26,False
libpng,pngset.c,png_set_unknown_chunks,32,False
libpng,pngset.c,check_location,11,False
libpng,pngrutil.c,png_handle_PLTE,48,True
libpng,pngset.c,png_set_PLTE,26,True
libpng,pngpread.c,png_push_have_info,4,False
libpng,pngrutil.c,png_handle_gAMA,20,False
libpng,pngrutil.c,png_get_fixed_point,8,False
libpng,pngrutil.c,png_handle_sBIT,46,False
libpng,pngset.c,png_set_sBIT,7,False
libpng,pngrutil.c,png_handle_cHRM,45,False
libpng,pngrutil.c,png_handle_sRGB,25,False
libpng,pngrutil.c,png_handle_iCCP,129,False
libpng,pngrutil.c,png_inflate_claim,27,False
libpng,pngrutil.c,png_inflate_read,34,False
libpng,pngrutil.c,png_zlib_inflate,9,False
libpng,pngrutil.c,png_read_buffer,23,False
libpng,pngrutil.c,png_handle_sPLT,73,False
libpng,pngset.c,png_set_sPLT,41,False
libpng,pngrutil.c,png_handle_tRNS,57,False
libpng,pngset.c,png_set_tRNS,23,False
libpng,pngrutil.c,png_handle_bKGD,65,False
libpng,pngset.c,png_set_bKGD,7,False
libpng,pngrutil.c,png_handle_hIST,29,False
libpng,pngset.c,png_set_hIST,19,False
libpng,pngrutil.c,png_handle_pHYs,26,False
libpng,pngset.c,png_set_pHYs,9,False
libpng,pngrutil.c,png_handle_oFFs,26,False
libpng,pngset.c,png_set_oFFs,9,False
libpng,pngrutil.c,png_handle_pCAL,61,False
libpng,pngset.c,png_set_pCAL,52,False
libpng,pngrutil.c,png_handle_sCAL,47,False
libpng,pngset.c,png_set_sCAL_s,31,False
libpng,pngrutil.c,png_handle_tIME,26,False
libpng,pngset.c,png_set_tIME,14,False
libpng,pngrutil.c,png_handle_tEXt,41,False
libpng,pngset.c,png_set_text_2,85,False
libpng,pngrutil.c,png_handle_zTXt,56,False
libpng,pngrutil.c,png_decompress_chunk,66,False
libpng,pngrutil.c,png_inflate,47,False
libpng,pngrutil.c,png_handle_iTXt,76,False
libpng,pngpread.c,png_push_read_IDAT,52,False
libpng,pngpread.c,png_process_IDAT_data,40,False
libpng,pngpread.c,png_push_process_row,128,False
libpng,pngrutil.c,png_read_filter_row,8,False
libpng,pngrutil.c,png_init_filter_functions,9,False
libpng,pngrtran.c,png_do_read_transformations,107,False
libpng,pngrtran.c,png_do_expand_palette,97,False
libpng,pngrtran.c,png_do_expand,149,False
libpng,pngtrans.c,png_do_strip_channel,53,False
libpng,pngrtran.c,png_do_rgb_to_gray,111,False
libpng,pngrtran.c,png_do_gray_to_rgb,57,False
libpng,pngrtran.c,png_do_compose,444,False
libpng,pngrtran.c,png_do_gamma,126,False
libpng,pngrtran.c,png_do_encode_alpha,29,False
libpng,pngrtran.c,png_do_scale_16_to_8,14,False
libpng,pngrtran.c,png_do_chop,13,False
libpng,pngrtran.c,png_do_quantize,61,False
libpng,pngrtran.c,png_do_expand_16,12,False
libpng,pngtrans.c,png_do_invert,32,False
libpng,pngrtran.c,png_do_read_invert_alpha,45,False
libpng,pngrtran.c,png_do_unshift,64,False
libpng,pngrtran.c,png_do_unpack,50,False
libpng,pngtrans.c,png_do_check_palette_indexes,46,False
libpng,pngtrans.c,png_do_bgr,51,False
libpng,pngtrans.c,png_do_packswap,16,False
libpng,pngrtran.c,png_do_read_filler,125,False
libpng,pngrtran.c,png_do_read_swap_alpha,59,False
libpng,pngtrans.c,png_do_swap,12,False
libpng,pngrutil.c,png_do_read_interlace,146,False
libpng,pngpread.c,png_push_have_row,5,False
libpng,pngpread.c,png_read_push_finish_row,30,False
libpng,pngpread.c,png_process_data_pause,11,False
libpng,pngpread.c,png_process_data_skip,3,False
libpng,pngpread.c,png_progressive_combine_row,7,False
libpng,pngrutil.c,png_combine_row,162,True
libpng,pngpread.c,png_set_progressive_read_fn,10,False
libpng,pngpread.c,png_get_progressive_ptr,5,False
libpng,pngread.c,png_create_read_struct,3,False
libpng,pngread.c,png_create_read_struct_2,10,False
libpng,pngread.c,png_read_info,77,False
libpng,pngrutil.c,png_read_sig,17,False
libpng,pngrutil.c,png_read_chunk_header,13,False
libpng,pngrutil.c,png_handle_eXIf,34,True
libpng,pngset.c,png_set_eXIf_1,19,False
libpng,pngread.c,png_read_update_info,9,False
libpng,pngrutil.c,png_read_start_row,116,False
libpng,pngrtran.c,png_init_read_transformations,265,False
libpng,pngrtran.c,png_gamma_threshold,4,False
libpng,pngrtran.c,png_init_palette_transformations,39,False
libpng,pngrtran.c,png_init_rgb_transformations,33,False
libpng,pngrtran.c,png_read_transform_info,74,True
libpng,pngread.c,png_start_read_image,7,False
libpng,pngread.c,png_read_row,98,False
libpng,pngrutil.c,png_read_finish_row,28,False
libpng,pngrutil.c,png_read_finish_IDAT,16,False
libpng,pngrutil.c,png_read_IDAT_data,60,False
libpng,pngread.c,png_do_read_intrapixel,39,False
libpng,pngread.c,png_read_rows,28,False
libpng,pngread.c,png_read_image,25,False
libpng,pngtrans.c,png_set_interlace_handling,6,False
libpng,pngread.c,png_read_end,77,False
libpng,pngread.c,png_set_read_status_fn,5,False
libpng,pngread.c,png_read_png,53,False
libpng,pngrtran.c,png_set_scale_16,5,False
libpng,pngrtran.c,png_rtran_ok,11,False
libpng,pngrtran.c,png_set_strip_16,5,False
libpng,pngrtran.c,png_set_strip_alpha,5,False
libpng,pngtrans.c,png_set_packing,7,False
libpng,pngtrans.c,png_set_packswap,6,False
libpng,pngrtran.c,png_set_expand,5,False
libpng,pngtrans.c,png_set_invert_mono,5,False
libpng,pngtrans.c,png_set_shift,6,False
libpng,pngtrans.c,png_set_bgr,5,False
libpng,pngtrans.c,png_set_swap_alpha,5,False
libpng,pngtrans.c,png_set_swap,6,False
libpng,pngtrans.c,png_set_invert_alpha,5,False
libpng,pngrtran.c,png_set_gray_to_rgb,6,False
libpng,pngrtran.c,png_set_expand_gray_1_2_4_to_8,5,False
libpng,pngrtran.c,png_set_expand_16,5,False
libpng,pngread.c,png_image_begin_read_from_memory,17,False
libpng,pngread.c,png_image_read_init,23,False
libpng,pngread.c,png_image_memory_read,17,False
libpng,pngread.c,png_image_read_header,26,False
libpng,pngset.c,png_set_benign_errors,5,False
libpng,pngread.c,png_image_format,13,False
libpng,pngread.c,png_image_finish_read,45,False
libpng,pngread.c,png_image_read_colormap,338,False
libpng,pngread.c,png_create_colormap_entry,109,False
libpng,pngread.c,set_file_encoding,11,False
libpng,pngread.c,png_gamma_not_sRGB,7,False
libpng,pngread.c,make_gray_colormap,5,False
libpng,pngrtran.c,png_set_background_fixed,18,False
libpng,pngread.c,make_ga_colormap,13,False
libpng,pngrtran.c,png_set_rgb_to_gray_fixed,30,False
libpng,pngread.c,make_gray_file_colormap,5,False
libpng,pngread.c,make_rgb_colormap,11,False
libpng,pngread.c,png_colormap_compose,13,False
libpng,pngread.c,decode_gamma,17,False
libpng,pngrtran.c,png_set_tRNS_to_alpha,5,False
libpng,pngrtran.c,png_set_alpha_mode_fixed,43,False
libpng,pngrtran.c,translate_gamma_flags,16,False
libpng,pngread.c,png_image_read_colormapped,63,False
libpng,pngread.c,png_image_skip_unused_chunks,4,False
libpng,pngset.c,png_set_keep_unknown_chunks,67,False
libpng,pngset.c,add_one_chunk,14,False
libpng,pngread.c,png_image_read_direct,183,False
libpng,pngtrans.c,png_set_add_alpha,7,False
libpng,pngtrans.c,png_set_filler,13,False
libpng,pngread.c,png_image_read_composite,60,False
libpng,pngread.c,png_image_read_background,142,False
libpng,pngread.c,png_image_read_and_map,88,False
libpng,pngrio.c,png_read_data,5,False
libpng,pngrio.c,png_set_read_fn,7,False
libpng,pngrtran.c,png_set_crc_action,28,False
libpng,pngrtran.c,png_set_background,6,False
libpng,pngrtran.c,png_set_alpha_mode,4,False
libpng,pngrtran.c,convert_gamma_value,7,False
libpng,pngrtran.c,png_set_quantize,228,False
libpng,pngrtran.c,png_set_gamma_fixed,14,False
libpng,pngrtran.c,png_set_gamma,4,False
libpng,pngrtran.c,png_set_palette_to_rgb,5,False
libpng,pngrtran.c,png_set_rgb_to_gray,6,False
libpng,pngrtran.c,png_set_read_user_transform_fn,5,False
libpng,pngrutil.c,png_get_uint_32,7,False
libpng,pngrutil.c,png_get_int_32,9,False
libpng,pngrutil.c,png_get_uint_16,5,False
libpng,pngrutil.c,png_read_filter_row_sub,12,False
libpng,pngrutil.c,png_read_filter_row_up,11,False
libpng,pngrutil.c,png_read_filter_row_avg,18,False
libpng,pngrutil.c,png_read_filter_row_paeth_1byte_pixel,24,False
libpng,pngrutil.c,png_read_filter_row_paeth_multibyte_pixel,25,False
libpng,pngset.c,png_set_cHRM_fixed,20,False
libpng,pngset.c,png_set_cHRM_XYZ_fixed,23,False
libpng,pngset.c,png_set_cHRM,13,False
libpng,pngset.c,png_set_cHRM_XYZ,14,False
libpng,pngset.c,png_set_eXIf,6,False
libpng,pngset.c,png_set_gAMA_fixed,7,False
libpng,pngset.c,png_set_gAMA,3,False
libpng,pngset.c,png_set_sCAL,12,False
libpng,pngset.c,png_set_sCAL_fixed,12,False
libpng,pngset.c,png_set_sRGB,6,False
libpng,pngset.c,png_set_sRGB_gAMA_and_cHRM,10,False
libpng,pngset.c,png_set_iCCP,35,False
libpng,pngset.c,png_set_text,7,False
libpng,pngset.c,png_set_unknown_chunk_location,14,False
libpng,pngset.c,png_permit_mng_features,6,False
libpng,pngset.c,png_set_read_user_chunk_fn,7,False
libpng,pngset.c,png_set_rows,11,False
libpng,pngset.c,png_set_compression_buffer_size,9,False
libpng,pngset.c,png_set_invalid,4,False
libpng,pngset.c,png_set_user_limits,7,False
libpng,pngset.c,png_set_chunk_cache_max,4,False
libpng,pngset.c,png_set_chunk_malloc_max,5,False
libpng,pngset.c,png_set_check_for_invalid_index,5,False
libpng,pngset.c,png_check_keyword,30,False
libpng,pngtrans.c,png_set_user_transform_info,12,False
libpng,pngtrans.c,png_get_user_transform_ptr,5,False
libpng,pngtrans.c,png_get_current_row_number,5,False
libpng,pngtrans.c,png_get_current_pass_number,5,False
libtiff,port/dummy.c,libport_dummy_function,1,False
libtiff,libtiff/tif_aux.c,_TIFFMultiply32,6,False
libtiff,libtiff/tif_error.c,TIFFErrorExt,13,False
libtiff,libtiff/tif_aux.c,_TIFFMultiply64,6,False
libtiff,libtiff/tif_aux.c,_TIFFMultiplySSize,15,False
libtiff,libtiff/tif_aux.c,_TIFFCastUInt64ToSSize,8,False
libtiff,libtiff/tif_aux.c,_TIFFCheckRealloc,12,False
libtiff,libtiff/tif_unix.c,_TIFFrealloc,2,False
libtiff,libtiff/tif_aux.c,_TIFFCheckMalloc,2,False
libtiff,libtiff/tif_aux.c,TIFFVGetFieldDefaulted,81,False
libtiff,libtiff/tif_dir.c,TIFFVGetField,4,False
libtiff,libtiff/tif_dirinfo.c,TIFFFindField,15,False
libtiff,libtiff/tif_aux.c,TIFFDefaultTransferFunction,36,False
libtiff,libtiff/tif_unix.c,_TIFFmalloc,5,False
libtiff,libtiff/tif_unix.c,_TIFFmemcpy,3,False
libtiff,libtiff/tif_unix.c,_TIFFfree,3,False
libtiff,libtiff/tif_aux.c,TIFFDefaultRefBlackWhite,18,False
libtiff,libtiff/tif_aux.c,TIFFGetFieldDefaulted,7,False
libtiff,libtiff/tif_aux.c,_TIFFUInt64ToFloat,10,False
libtiff,libtiff/tif_aux.c,_TIFFUInt64ToDouble,10,False
libtiff,libtiff/tif_aux.c,_TIFFClampDoubleToFloat,7,False
libtiff,libtiff/tif_aux.c,_TIFFSeekOK,2,False
libtiff,libtiff/tif_close.c,TIFFCleanup,38,False
libtiff,libtiff/tif_close.c,TIFFClose,6,False
libtiff,libtiff/tif_codec.c,NotConfigured,8,False
libtiff,libtiff/tif_codec.c,_notConfigured,7,False
libtiff,libtiff/tif_codec.c,TIFFIsCODECConfigured,10,False
libtiff,libtiff/tif_color.c,TIFFCIELabToXYZ,19,False
libtiff,libtiff/tif_color.c,TIFFXYZToRGB,27,False
libtiff,libtiff/tif_color.c,TIFFCIELabToRGBInit,31,False
libtiff,libtiff/tif_color.c,TIFFYCbCrtoRGB,14,False
libtiff,libtiff/tif_color.c,TIFFYCbCrToRGBInit,31,False
libtiff,libtiff/tif_unix.c,_TIFFmemset,3,False
libtiff,libtiff/tif_color.c,CLAMPw,7,False
libtiff,libtiff/tif_compress.c,_TIFFNoRowEncode,3,False
libtiff,libtiff/tif_compress.c,TIFFNoEncode,9,False
libtiff,libtiff/tif_compress.c,TIFFFindCODEC,11,False
libtiff,libtiff/tif_compress.c,_TIFFNoStripEncode,3,False
libtiff,libtiff/tif_compress.c,_TIFFNoTileEncode,3,False
libtiff,libtiff/tif_compress.c,_TIFFNoRowDecode,3,False
libtiff,libtiff/tif_compress.c,TIFFNoDecode,8,False
libtiff,libtiff/tif_compress.c,_TIFFNoStripDecode,3,False
libtiff,libtiff/tif_compress.c,_TIFFNoTileDecode,3,False
libtiff,libtiff/tif_compress.c,_TIFFNoSeek,4,False
libtiff,libtiff/tif_compress.c,_TIFFNoPreCode,3,False
libtiff,libtiff/tif_compress.c,_TIFFSetDefaultCompressionState,22,False
libtiff,libtiff/tif_compress.c,_TIFFNoFixupTags,3,False
libtiff,libtiff/tif_compress.c,_TIFFtrue,1,False
libtiff,libtiff/tif_compress.c,_TIFFvoid,1,False
libtiff,libtiff/tif_compress.c,TIFFSetCompressionScheme,4,False
libtiff,libtiff/tif_compress.c,TIFFRegisterCODEC,18,False
libtiff,libtiff/tif_compress.c,TIFFUnRegisterCODEC,11,False
libtiff,libtiff/tif_compress.c,TIFFGetConfiguredCODECs,35,False
libtiff,libtiff/tif_dirinfo.c,_TIFFGetFields,1,False
libtiff,libtiff/tif_dirinfo.c,_TIFFGetExifFields,1,False
libtiff,libtiff/tif_dirinfo.c,_TIFFGetGpsFields,1,False
libtiff,libtiff/tif_dirinfo.c,_TIFFSetupFields,19,False
libtiff,libtiff/tif_dirinfo.c,_TIFFMergeFields,24,False
libtiff,libtiff/tif_dirinfo.c,tagCompare,8,False
libtiff,libtiff/tif_dirinfo.c,_TIFFPrintFieldInfo,16,False
libtiff,libtiff/tif_dirinfo.c,TIFFDataWidth,8,False
libtiff,libtiff/tif_dirinfo.c,_TIFFDataSize,8,False
libtiff,libtiff/tif_dirinfo.c,_TIFFSetGetFieldSize,9,False
libtiff,libtiff/tif_dirinfo.c,TIFFFieldWithTag,7,False
libtiff,libtiff/tif_dirinfo.c,TIFFFieldWithName,8,False
libtiff,libtiff/tif_dirinfo.c,_TIFFFindFieldByName,16,False
libtiff,libtiff/tif_dirinfo.c,td_lfind,9,False
libtiff,libtiff/tif_dirinfo.c,tagNameCompare,9,False
libtiff,libtiff/tif_dirinfo.c,TIFFFieldTag,2,False
libtiff,libtiff/tif_dirinfo.c,TIFFFieldName,2,False
libtiff,libtiff/tif_dirinfo.c,TIFFFieldDataType,2,False
libtiff,libtiff/tif_dirinfo.c,TIFFFieldPassCount,2,False
libtiff,libtiff/tif_dirinfo.c,TIFFFieldReadCount,2,False
libtiff,libtiff/tif_dirinfo.c,TIFFFieldWriteCount,2,False
libtiff,libtiff/tif_dirinfo.c,_TIFFFindOrRegisterField,10,False
libtiff,libtiff/tif_dirinfo.c,_TIFFCreateAnonField,63,False
libtiff,libtiff/tif_dirinfo.c,TIFFMergeFieldInfo,50,False
libtiff,libtiff/tif_dirinfo.c,_TIFFSetGetType,65,False
libtiff,libtiff/tif_dirinfo.c,_TIFFCheckFieldIsValidForCodec,45,False
libtiff,libtiff/tif_dir.c,_TIFFsetByteArray,2,False
libtiff,libtiff/tif_dir.c,setByteArray,13,False
libtiff,libtiff/tif_dir.c,_TIFFsetString,2,False
libtiff,libtiff/tif_dir.c,_TIFFsetShortArray,2,False
libtiff,libtiff/tif_dir.c,_TIFFsetLongArray,2,False
libtiff,libtiff/tif_dir.c,_TIFFsetFloatArray,2,False
libtiff,libtiff/tif_dir.c,_TIFFsetDoubleArray,2,False
libtiff,libtiff/tif_dir.c,TIFFSetField,7,False
libtiff,libtiff/tif_dir.c,TIFFVSetField,3,False
libtiff,libtiff/tif_dir.c,OkToChangeTag,13,False
libtiff,libtiff/tif_dir.c,TIFFUnsetField,24,False
libtiff,libtiff/tif_dir.c,TIFFGetField,7,False
libtiff,libtiff/tif_dir.c,TIFFFreeDirectory,30,False
libtiff,libtiff/tif_dir.c,TIFFSetTagExtender,4,False
libtiff,libtiff/tif_dir.c,TIFFCreateDirectory,8,False
libtiff,libtiff/tif_dir.c,TIFFDefaultDirectory,42,False
libtiff,libtiff/tif_dir.c,_TIFFVSetField,388,True
libtiff,libtiff/tif_dir.c,setDoubleArrayOneValue,9,False
libtiff,libtiff/tif_dir.c,setExtraSamples,21,True
libtiff,libtiff/tif_warning.c,TIFFWarningExt,13,False
libtiff,libtiff/tif_dir.c,_TIFFsetLong8Array,2,False
libtiff,libtiff/tif_dir.c,checkInkNamesString,19,False
libtiff,libtiff/tif_dir.c,_TIFFsetNString,2,False
libtiff,libtiff/tif_dir.c,_TIFFVGetField,241,False
libtiff,libtiff/tif_dir.c,TIFFCreateCustomDirectory,9,False
libtiff,libtiff/tif_dir.c,TIFFCreateEXIFDirectory,4,False
libtiff,libtiff/tif_dir.c,TIFFCreateGPSDirectory,4,False
libtiff,libtiff/tif_dir.c,TIFFNumberOfDirectories,15,False
libtiff,libtiff/tif_dir.c,TIFFAdvanceDirectory,99,False
libtiff,libtiff/tif_swab.c,TIFFSwabShort,5,False
libtiff,libtiff/tif_swab.c,TIFFSwabLong,6,False
libtiff,libtiff/tif_swab.c,TIFFSwabLong8,8,False
libtiff,libtiff/tif_dir.c,TIFFSetDirectory,14,False
libtiff,libtiff/tif_dir.c,TIFFSetSubDirectory,4,False
libtiff,libtiff/tif_dir.c,TIFFCurrentDirOffset,2,False
libtiff,libtiff/tif_dir.c,TIFFLastDirectory,2,False
libtiff,libtiff/tif_dir.c,TIFFUnlinkDirectory,56,False
libtiff,libtiff/tif_dirread.c,TIFFReadDirectory,409,False
libtiff,libtiff/tif_dirread.c,TIFFCheckDirOffset,26,False
libtiff,libtiff/tif_dirread.c,TIFFFetchDirectory,170,False
libtiff,libtiff/tif_dirread.c,TIFFReadUInt64,11,False
libtiff,libtiff/tif_dirread.c,TIFFReadDirectoryCheckOrder,12,False
libtiff,libtiff/tif_dirread.c,TIFFReadDirectoryFindEntry,10,False
libtiff,libtiff/tif_dirread.c,TIFFFetchNormalTag,498,False
